name,platform,global_sales,critic_score,critic_count,user_score,user_count
Heartful Simulator Pachi-Slot: To Heart 2,PS3,0.01,,,,
Heathcliff! The Fast and the Furriest,Wii,0.03,,,,
Heatseeker,Wii,0.09,62,25,6.2,31
Heatseeker,PSP,0.04,49,7,,
Heavenly Guardian,Wii,0.06,,,,
Heavenly Sword,PS3,1.6,79,64,8.3,459
Heavy Fire: Afghanistan,PS3,0.14,39,5,3.8,10
Heavy Fire: Afghanistan,Wii,0.09,,,,
Heavy Fire: The Chosen Few 3D,3DS,0.02,,,,
Heavy Rain,PS3,2.73,87,107,7.4,2179
Hell's Kitchen: The Game,Wii,0.33,,,,
Hellboy: The Science of Evil,PS3,0.13,47,23,6.3,7
Hellboy: The Science of Evil,X360,0.1,44,31,5.1,8
Hellboy: The Science of Evil,PSP,0.04,42,14,7.3,12
Hello Kitty Seasons,Wii,0.21,,,,
Help Wanted: 50 Wacky Jobs,Wii,0.09,65,12,7,5
Help Wanted: 50 Wacky Jobs (jp sales),Wii,0.01,,,,
Heroes of Ruin,3DS,0.16,69,53,7.4,42
Heroes over Europe,PS3,0.14,62,34,7.1,14
Heroes over Europe,X360,0.12,62,39,8.1,9
Heroes Phantasia,PSP,0.07,,,,
Heroes VS,PSP,0.02,,,,
Hexyz Force,PSP,0.14,68,13,7.8,16
Hidden Mysteries: Titanic - Secrets of the Fateful Voyage,Wii,0.19,,,,
High School Musical 3: Senior Year DANCE!,Wii,1.28,,,,
High School Musical 3: Senior Year DANCE!,X360,0.16,,,,
High School Musical: Sing It!,Wii,1.76,,,,
High Velocity Bowling,PS3,0.12,66,14,8.1,22
Higurashi Daybreak Portable,PSP,0.06,,,,
Higurashi Daybreak Portable Mega Edition,PSP,0.02,,,,
Higurashi no Naku Koro ni: Jan,PSP,0.02,,,,
Hiiro no Kakera Portable,PSP,0.02,,,,
Hiiro no Kakera: Shin Tamayori Hime Denshou - Piece of Future,PSP,0.03,,,,
Hiiro no Kakera: Shin Tamayori Hime Denshou Portable,PSP,0.01,,,,
Himawari: Pebble in the Sky Portable,PSP,0.01,,,,
Hisshou Pachinko * Pachi-Slot Kouryaku Series Portable Vol. 2: CR Evangelion - Hajimari no Fukuin,PSP,0.02,,,,
Hisshou Pachinko*Pachi-Slot Kouryaku Series Portable Vol. 1: Shinseiki Evangelion - Tamashii no Kiseki,PSP,0.06,,,,
History Channel: Battle for the Pacific,Wii,0.11,,,,
History Channel: Battle for the Pacific,X360,0.05,,,,
History Channel: Civil War - A Nation Divided,X360,0.12,,,,
History Civil War: Secret Missions,X360,0.13,,,,
Hitman: Absolution,PS3,1.79,83,30,7.4,398
Hitman: Absolution,X360,1.59,79,51,7,355
Hitman: Blood Money,X360,0.36,82,53,8.9,67
Hitman: HD Trilogy,PS3,0.14,71,20,7.6,32
Hitman: HD Trilogy,X360,0.12,69,14,7.5,35
Hokuto no Ken: Raoh Gaiden - Ten no Haoh,PSP,0.01,,,,
Hole in the Wall: Deluxe Edition,X360,0.09,,,,
Hollywood Squares,Wii,0.09,,,,
"Holy Invasion of Privacy, Badman! What Did I Do to Deserve This?",PSP,0.14,,,,
Homefront,X360,1.4,70,85,6,371
Homefront,PS3,0.85,70,60,5.6,149
Hometown Story,3DS,0.02,49,6,7,16
Honda ATV Fever,Wii,0.04,,,,
Hooked! Again: Real Motion Fishing,Wii,0.38,,,,
Hooked! Real Motion Fishing,Wii,0.23,,,,
Hoppechan: Tsukutte! Asonde! Punipuni Town!!,3DS,0.12,,,,
Horrid Henry: Missions of Mischief,Wii,0.01,,,,
"Horrid Henry: The Good, The Bad and The Bugly",3DS,0.02,,,,
Horse Life Adventures,Wii,0.12,,,,
Horses 3D,3DS,0.02,,,6.3,4
Hoshizora * Planet: One Small Step For...,PSP,0.01,,,,
Hot Pixel,PSP,0.03,55,35,,
Hot Shots Golf: Open Tee,PSP,1.93,81,57,9.2,29
Hot Shots Golf: Open Tee 2,PSP,0.66,82,42,9.5,8
Hot Shots Golf: Out of Bounds,PS3,1.11,81,66,8.7,29
Hot Shots Golf: World Invitational,PSV,0.43,76,55,8.2,59
Hot Shots Golf: World Invitational,PS3,0.28,,,9,4
Hot Shots Tennis: Get a Grip,PSP,0.18,80,27,8.5,13
Hot Wheels Ultimate Racing,PSP,0.1,60,6,,
Hot Wheels: Battle Force 5,Wii,0.18,,,,
Hot Wheels: Beat That!,X360,0.14,,,,
Hot Wheels: Beat That!,Wii,0.13,,,5.3,9
Hot Wheels: Track Attack,Wii,0.16,,,,
HotBrain,PSP,0.02,,,,
Hotel for Dogs,Wii,0.05,,,,
Hour of Victory,X360,0.12,37,33,2.8,34
How to Train Your Dragon,Wii,0.4,59,11,,
How to Train Your Dragon,PS3,0.14,51,18,,
How to Train Your Dragon,X360,0.12,58,23,7.2,6
Hulk Hogan's Main Event,X360,0.12,26,4,1.8,18
Hunted: The Demon's Forge,PS3,0.21,57,34,6,61
Hunted: The Demon's Forge,X360,0.19,61,59,6.1,105
Hunter x Hunter: Wonder Adventure,PSP,0.04,,,,
Hyakki Yagyou Kaidan Romance,PSP,0.01,,,,
Hyakumanton no Bara Bara,PSP,0.03,,,,
Hyper Fighters,Wii,0.01,,,,
Hyperdimension Idol Neptunia PP,PSV,0.04,,,,
Hyperdimension Neptunia,PS3,0.36,45,31,7.8,116
Hyperdimension Neptunia,PSV,0.05,,,,
Hyperdimension Neptunia mk2,PS3,0.01,53,16,7.9,90
Hyperdimension Neptunia Victory,PS3,0.12,55,19,8.1,57
Hysteria Hospital: Emergency Ward,Wii,0.05,53,10,,
I Don't Have Many Friends Portable,PSP,0.07,,,,
I Love Horses: Rider's Paradise,Wii,0.01,,,,
I Spy: Spooky Mansion,Wii,0.23,,,,
I.Q. Mania,PSP,0.01,,,,
I'm A Celebrity: Get Me Out of Here!,Wii,0.17,,,,
iCarly,Wii,0.44,,,,
iCarly 2: iJoin The Click!,Wii,0.09,,,,
Ice Age 2: The Meltdown,Wii,0.08,66,9,7.3,4
Ice Age: Dawn of the Dinosaurs,Wii,0.26,75,12,,
Ice Age: Dawn of the Dinosaurs,PS3,0.15,67,23,6.8,4
Ice Age: Dawn of the Dinosaurs,X360,0.1,68,28,9,4
ICO,PS3,0.06,,,,
Igor: The Game,Wii,0.1,,,,
Ikki Tousen: Eloquent Fist,PSP,0.02,,,,
Ikki Tousen: Xross Impact,PSP,0.06,,,,
IL-2 Sturmovik: Birds of Prey,PS3,0.65,81,28,7,17
IL-2 Sturmovik: Birds of Prey,X360,0.49,80,43,8.4,17
IL-2 Sturmovik: Birds of Prey,PSP,0.18,,,3,7
Imabikisou,PS3,0.04,,,,
Imagine: Fashion Designer,3DS,0.07,,,,
Imagine: Fashion Party,Wii,0.25,,,,
Imagine: Party Babyz,Wii,0.36,,,7.3,12
Import Tuner Challenge (American sales),X360,0.09,,,,
Import Tuner Challenge (JP sales),X360,0.01,,,,
Impossible Mission,PSP,0.04,,,,
Inazuma Eleven 3: Sekai e no Chousen!! Bomber / Spark,3DS,0.04,,,,
Inazuma Eleven GO,3DS,0.48,,,,
Inazuma Eleven Go 2: Chrono Stone,3DS,0.46,,,,
Inazuma Eleven GO 3: Galaxy,3DS,0.22,,,,
Inazuma Eleven GO Strikers 2013,Wii,0.1,,,,
Inazuma Eleven Strikers,Wii,0.26,59,16,8.8,6
Inazuma Eleven Strikers 2012 Xtreme,Wii,0.19,,,,
Indiana Jones and the Staff of Kings,Wii,0.7,55,32,7,26
Indiana Jones and the Staff of Kings,PSP,0.22,63,10,7.8,16
Indianapolis 500 Evolution,X360,0.02,,,,
Indianapolis 500 Legends,Wii,0.12,47,10,6.7,7
inFAMOUS,PS3,2.72,85,98,8.4,871
inFAMOUS 2,PS3,1.64,83,90,8.4,663
Infected,PSP,0.15,74,49,8.9,26
Infernal: Hell's Vengeance,X360,0.07,35,23,4.5,8
Infinite Loop: Kojjou ga Miseta Yume,PSP,0.01,,,,
Infinite Undiscovery,X360,0.67,68,60,7,149
Initial D: Extreme Stage,PS3,0.08,,,,
Initial D: Street Stage,PSP,0.1,,,,
Injustice: Gods Among Us,X360,1,81,63,7.9,305
Injustice: Gods Among Us,PS3,0.83,78,37,8,221
Injustice: Gods Among Us,PS4,0.19,,,,
Injustice: Gods Among Us,WiiU,0.08,82,5,7.7,78
Injustice: Gods Among Us,PSV,0.03,,,,
Innocent Life: A Futuristic Harvest Moon,PSP,0.14,67,22,8.2,16
Instant Brain,X360,0.01,,,,
International Cricket 2010,PS3,0.17,,,,
International Cricket 2010,X360,0.13,,,,
Inversion,PS3,0.05,56,23,5.4,38
Inversion,X360,0.04,53,51,6.5,63
Invizimals,PSP,0.74,69,32,6.9,15
Invizimals: Shadow Zone,PSP,0.27,,,,
Invizimals: The Alliance,PSV,0.01,71,12,,
Invizimals: The Lost Tribes,PSP,0.1,,,,
Iron Chef America: Supreme Cuisine,Wii,0.17,,,,
Iron Man,PS3,0.67,42,27,6.2,41
Iron Man,PSP,0.61,44,7,7.2,13
Iron Man,Wii,0.58,44,14,7,8
Iron Man,X360,0.55,45,43,5.9,45
Iron Man 2,PSP,0.37,49,8,,
Iron Man 2,PS3,0.35,41,28,5.1,30
Iron Man 2,Wii,0.31,41,11,4.8,10
Iron Man 2,X360,0.24,41,35,6.1,45
Ishin Renka: Ryouma Gaiden,PSP,0.01,,,,
Isshoni Gohan. Portable,PSP,0.01,,,,
Ivy the Kiwi?,Wii,0.05,74,30,7.6,10
"Iza, Shutsujin! Koisen",PSP,0.01,,,,
J Legend Retsuden,3DS,0.05,,,,
J-League Pro Soccer Club o Tsukurou! 6: Pride of J,PSP,0.16,,,,
J-League Pro Soccer Club o Tsukurou! 7 Euro Plus,PSP,0.21,,,,
J.League Pro Soccer Club o Tsukurou! 8 Euro Plus,PSP,0.03,,,,
Jackass the Game,PSP,0.2,58,21,7.3,9
Jak and Daxter: The Lost Frontier,PSP,0.57,71,47,6.6,15
Jambo! Safari Animal Rescue,Wii,0.08,,,,
James Bond 007: Blood Stone,PS3,0.63,65,49,7.3,31
James Bond 007: Blood Stone,X360,0.42,62,66,7.1,54
James Bond 007: Legends,PS3,0.24,,,,
James Bond 007: Legends,X360,0.23,,,,
James Bond 007: Legends,WiiU,0.06,,,,
James Cameron's Avatar: The Game,PS3,0.84,60,44,6.5,40
James Cameron's Avatar: The Game,X360,0.74,61,62,6.9,69
James Cameron's Avatar: The Game,Wii,0.69,60,19,3.8,12
James Cameron's Avatar: The Game,PSP,0.58,,,5.1,10
James Noir's Hollywood Crimes,3DS,0.12,60,22,5.8,4
JASF: Jane's Advanced Strike Fighters,PS3,0.09,41,7,3.1,7
JASF: Jane's Advanced Strike Fighters,X360,0.07,45,5,4.3,6
Jaws: Ultimate Predator,3DS,0.1,,,,
Jaws: Ultimate Predator,Wii,0.07,,,6.3,4
Jeanne d'Arc,PSP,0.32,87,45,8.4,61
Jeep Thrills,Wii,0.18,,,5.9,8
Jelly Belly: Ballistic Beans,Wii,0.02,,,,
Jenga World Tour,Wii,0.05,26,14,2.8,11
Jeopardy!,Wii,0.53,,,,
Jerry Rice and Nitus' Dog Football,Wii,0.04,,,8.5,4
Jewel Master: Cradle of Rome,Wii,0.03,,,,
Jikandia: The Timeless Land,PSP,0.02,60,5,7.2,5
Jikkyou Powerful Major League 2009,Wii,0.04,,,,
Jikkyou Powerful Pro Yakyuu 15,Wii,0.08,,,,
Jikkyou Powerful Pro Yakyuu 2010,PS3,0.27,,,,
Jikkyou Powerful Pro Yakyuu 2010,PSP,0.2,,,,
Jikkyou Powerful Pro Yakyuu 2011,PS3,0.26,,,,
Jikkyou Powerful Pro Yakyuu 2011,PSP,0.2,,,,
Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,PSP,0.13,,,,
Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,PS3,0.07,,,,
Jikkyou Powerful Pro Yakyuu 2012,PS3,0.2,,,,
Jikkyou Powerful Pro Yakyuu 2012,PSP,0.15,,,,
Jikkyou Powerful Pro Yakyuu 2012,PSV,0.09,,,,
Jikkyou Powerful Pro Yakyuu 2013,PS3,0.23,,,,
Jikkyou Powerful Pro Yakyuu 2013,PSP,0.14,,,,
Jikkyou Powerful Pro Yakyuu 2013,PSV,0.07,,,,
Jikkyou Powerful Pro Yakyuu Next,Wii,0.08,,,,
Jikkyou Powerful Pro Yakyuu Portable,PSP,0.15,,,,
Jikkyou Powerful Pro Yakyuu Portable 2,PSP,0.09,,,,
Jikkyou Powerful Pro Yakyuu Portable 3,PSP,0.31,,,,
Jikkyou Powerful Pro Yakyuu Portable 4,PSP,0.27,,,,
Jikkyou Powerful Pro Yakyuu Wii,Wii,0.14,,,,
Jikkyou Powerful Pro Yakyuu Wii Ketteiban,Wii,0.03,,,,
Jillian Michaels Fitness Ultimatum 2010,Wii,0.54,,,,
Jillian Michaels Fitness Ultimatum 2011,Wii,0.16,,,,
Jillian Michaels' Fitness Adventure,X360,0.18,,,,
Jillian Michaels' Fitness Ultimatum 2009,Wii,1.26,30,4,2,22
Jimmie Johnson's Anything With an Engine,X360,0.06,65,5,8.6,7
Jimmie Johnson's Anything With an Engine,Wii,0.06,,,,
Jimmie Johnson's Anything With an Engine,PS3,0.05,67,5,6.8,4
Jinsei Game Wii,Wii,0.02,,,,
Jissen Pachi-Slot Pachinko Hisshouhou! Wii Hokuto no Ken Sammy's Collection,Wii,0.01,,,,
Jissen Pachislot Hisshouhou! Hokuto no Ken Portable SE,PSP,0.06,,,,
Jissen Pachislot Secrets! Fist of the North Star F - Seikimatsu Kyuuseishu Densetsu,PS3,0.06,,,,
John Daly's ProStroke Golf,PS3,0.09,58,23,4.1,8
John Daly's ProStroke Golf,X360,0.01,57,5,,
JoJo's Bizarre Adventure: All Star Battle,PS3,0.49,,,,
JoJo's Bizarre Adventure: All Star Battle,3DS,0.04,,,,
Joker no Kuni no Alice,PSP,0.02,,,,
Jonah Lomu Rugby Challenge,X360,0.24,73,14,6.9,7
Jonah Lomu Rugby Challenge,PS3,0.23,64,6,,
Journey,PS3,0.1,92,78,8.7,985
JU-ON: The Grudge,Wii,0.09,39,32,6.5,23
Judie no Atelier: Guramnat no Renkinjutsu - Toraware no Morito,PSP,0.03,,,,
Juiced 2: Hot Import Nights,X360,0.61,68,24,7.8,20
Juiced 2: Hot Import Nights,PSP,0.36,73,6,8.8,8
Juiced 2: Hot Import Nights,PS3,0.23,71,10,6.4,5
Juiced: Eliminator,PSP,0.42,65,24,8.8,4
Jump Start Pet Rescue,Wii,0.43,,,,
Jumper: Griffin's Story,Wii,0.08,28,5,2.5,11
Jumper: Griffin's Story,X360,0.05,29,16,3.3,27
JumpStart: Escape from Adventure Island,Wii,0.41,68,8,,
Jurassic Park: The Game,X360,0.13,60,9,3.3,130
Jurassic: The Hunted,PS3,0.15,,,,
Jurassic: The Hunted,Wii,0.14,,,,
Jurassic: The Hunted,X360,0.11,60,4,7.6,18
Just Cause,X360,0.12,73,57,7.4,41
Just Cause 2,PS3,1.63,83,66,8.1,233
Just Cause 2,X360,1.49,81,74,8.1,214
Just Dance,Wii,7.07,49,21,8,108
Just Dance 2,Wii,9.31,74,24,7,20
Just Dance 2: Extra Songs,Wii,0.18,,,,
Just Dance 2014,Wii,2.86,,,5.1,7
Just Dance 2014,X360,0.72,79,16,7.2,27
Just Dance 2014,WiiU,0.25,72,13,7.9,40
Just Dance 2014,PS3,0.24,77,6,6.8,25
Just Dance 2014,XOne,0.18,71,6,6.8,42
Just Dance 2014,PS4,0.15,,,5.2,31
Just Dance 3,Wii,9.87,74,15,7.6,12
Just Dance 3,X360,1.94,70,34,7.9,14
Just Dance 3,PS3,0.52,75,5,6,6
Just Dance 4,Wii,6.83,74,10,6.8,22
Just Dance 4,X360,1.06,77,23,7.5,31
Just Dance 4,PS3,0.33,77,5,6.7,23
Just Dance 4,WiiU,0.23,66,14,8.2,28
Just Dance Kids,Wii,2.1,,,,
Just Dance Kids 2,X360,0.33,,,,
Just Dance Kids 2,Wii,0.24,,,,
Just Dance Kids 2,PS3,0.16,,,,
Just Dance Wii,Wii,0.72,,,,
Just Dance Wii 2,Wii,0.27,,,,
Just Dance: Best of,Wii,0.14,,,,
Just Dance: Disney Party,Wii,0.11,,,,
Just Dance: Disney Party,X360,0.1,,,,
Just Dance: Summer Party,Wii,0.4,,,,
Justice League Heroes,PSP,0.2,72,13,7.3,4
Juusei to Diamond,PSP,0.01,,,,
Jyuzaengi: Engetsu Sangokuden,PSP,0.03,,,,
K-On! After School Live!! HD Ver.,PS3,0.03,,,,
K-ON! Houkago Live!!,PSP,0.25,,,,
Kaitou Tenshi Twin Angel: Toki to Sekai no Meikyuu,PSP,0.03,,,,
Kajiri Kamui Kagura: Akebono no Hikari,PSV,0.01,,,,
Kamaitachi no Yoru 2: Tokubetsu Hen,PSP,0.01,,,,
Kamen Rider: Battride War,PS3,0.19,,,,
Kamen Rider: Climax Heroes Fourze,Wii,0.12,,,,
Kamen Rider: Climax Heroes Fourze,PSP,0.05,,,,
Kamen Rider: Climax Heroes OOO,Wii,0.15,,,,
Kamen Rider: Climax Heroes OOO,PSP,0.12,,,,
Kamen Rider: Climax Heroes W,Wii,0.1,,,,
Kamen Rider: Dragon Knight,Wii,0.06,,,,
Kamen Rider: Travelers Senki,3DS,0.06,,,,
Kamen Rider: Ultra Climax Heroes,Wii,0.08,,,,
Kamen Rider: Ultra Climax Heroes,PSP,0.06,,,,
Kameo: Elements of Power,X360,0.32,79,76,7.7,77
Kami Naru Kimi to,PSP,0.02,,,,
Kamigami no Asobi,PSP,0.02,,,,
Kamisama to Unemi Kakumei Paradox,PS3,0.07,,,,
Kana: Imouto,PSP,0.01,,,,
Kane & Lynch 2: Dog Days,PS3,0.55,,,,
Kane & Lynch 2: Dog Days,X360,0.45,,,,
Kane & Lynch: Dead Men,X360,0.75,,,,
Kane & Lynch: Dead Men,PS3,0.73,,,,
Kannou Mukashi Banashi Portable,PSP,0.02,,,,
Kao Challengers,PSP,0.02,57,6,,
Karaoke Joysound Wii,Wii,0.25,,,,
Karaoke Joysound Wii DX,Wii,0.09,,,,
Karaoke Joysound Wii Super DX: Hitori de Minna de Utai Houdai!,Wii,0.09,,,,
Karaoke Revolution,Wii,0.43,63,4,,
Karaoke Revolution,X360,0.11,62,5,,
Karaoke Revolution,PS3,0.08,66,8,,
Karaoke Revolution Glee,Wii,0.78,,,,
Karaoke Revolution Glee 2: Road to Regionals,Wii,0.2,67,4,,
Karaoke Revolution Glee: Volume 3,Wii,0.25,,,,
Karaoke Revolution Glee: Volume 3,X360,0.1,,,,
Karaoke Revolution Presents American Idol Encore,Wii,0.45,,,8,20
Karaoke Revolution Presents American Idol Encore,X360,0.11,70,7,7,6
Karaoke Revolution Presents American Idol Encore,PS3,0.09,,,6.6,7
Karaoke Revolution Presents American Idol Encore 2,Wii,0.32,,,,
Karaoke Revolution Presents American Idol Encore 2,PS3,0.1,,,,
Karaoke Revolution Presents American Idol Encore 2,X360,0.09,,,,
Kart Racer,Wii,0.05,,,,
Katamari Forever,PS3,0.33,74,51,8.2,37
Katekyoo Hitman Reborn! Battle Arena,PSP,0.04,,,,
Katekyoo Hitman Reborn! Battle Arena 2 - Spirits Burst,PSP,0.04,,,,
Katekyoo Hitman Reborn! Dream Hyper Battle! Wii,Wii,0.02,,,,
Katekyoo Hitman Reborn! Kindan no Yami no Delta,Wii,0.01,,,,
Katekyoo Hitman Reborn! Kizuna no Tag Battle,PSP,0.03,,,,
Katen no Hana,PSP,0.02,,,,
Kawasaki Jet Ski,Wii,0.02,,,,
Kawasaki Quad Bikes,Wii,0.09,,,,
Kawasaki Snowmobiles,Wii,0.03,,,,
Kawashima Ryuuta Kyouju Kanshuu Nouryoku Trainer Portable 2,PSP,0.09,,,,
Kazoku Keikaku,PSP,0.02,,,,
Kekkaishi: Kokubourou no Kage,Wii,0.03,,,,
Ken to Mahou to Gakuen Mono. 2,PSP,0.08,,,,
Ken to Mahou to Gakuen Mono. 2G,PS3,0.02,,,,
Ken to Mahou to Gakuen Mono. 3,PSP,0.13,,,,
Ken to Mahou to Gakuen Mono. 3,PS3,0.07,,,,
Ken to Mahou to Gakuen Mono. 3D,3DS,0.06,,,,
Ken to Mahou to Gakuen Mono. Final: Shinnyusei wa Ohimesama,PSP,0.08,,,,
Kengo: Legend of The 9,X360,0.07,38,18,3.6,13
Kenka Bancho Bros: Tokyo Battle Royale,PSP,0.1,,,,
Kenka Bancho: Badass Rumble,PSP,0.25,70,21,8.8,4
Kenka Banchou 4: Ichinen Sensou,PSP,0.19,,,,
Kenka Banchou 5: Otoko no Housoku,PSP,0.14,,,,
Kenka Banchou Portable,PSP,0.01,,,,
Ketsui: Kizuna Jigoku Tachi Extra,X360,0.02,,,,
Kevin Van Dam: Big Bass Challenge,Wii,0.03,,,,
Kid Adventures: Sky Captain,Wii,0.12,,,,
Kid Fit Island Resort,Wii,0.05,,,,
Kid Icarus: Uprising,3DS,1.11,83,75,8.7,327
Kidou Senshi Gundam Seed Battle Destiny,PSV,0.12,,,,
Kidou Senshi Gundam UC,PS3,0.1,,,,
Kidou Senshi Gundam: Extreme VS,PS3,0.54,,,,
Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui,PSP,0.16,,,,
Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui V,PSP,0.07,,,,
Kidou Senshi Gundam: Senjou no Kizuna Portable,PSP,0.18,,,,
Kidou Senshi Gundam: Shin Gihren no Yabou,PSP,0.14,,,,
Kidz Bop Dance Party! The Video Game,Wii,0.21,,,,
Kidz Sports International Soccer,Wii,0.01,,,,
Kidz Sports: Basketball,Wii,0.01,,,,
Kidz Sports: Crazy Golf,Wii,0.11,,,4.5,6
Killer is Dead,PS3,0.15,64,39,8.1,155
Killer is Dead,X360,0.07,64,38,7.3,125
Killzone 2,PS3,2.95,91,94,8.1,1293
Killzone 3,PS3,2.58,84,85,7.9,767
Killzone: Liberation,PSP,0.85,77,56,8.4,63
Killzone: Mercenary,PSV,0.35,78,85,9.1,293
Killzone: Shadow Fall,PS4,1.34,73,88,7.2,1156
Kimikare: New Semester,PSP,0.02,,,,
Kinect Adventures!,X360,20.92,61,45,6.2,82
Kinect Joy Ride,X360,1.31,52,46,5.1,17
Kinect Rush: A Disney Pixar Adventure,X360,0.32,68,31,4.7,12
Kinect Sports,X360,5.79,73,51,7.4,78
Kinect Sports: Season Two,X360,2.18,66,46,6.3,27
Kinect Star Wars,X360,1.51,55,61,3.5,126
Kinect: Disneyland Adventures,X360,2.19,73,33,5.9,24
Kinectimals,X360,1.49,74,50,6.3,29
Kinectimals: Now with Bears!,X360,0.31,78,6,3.4,8
King of Clubs: Mini Golf,Wii,0.09,,,,
King's Field: Additional I,PSP,0.01,,,,
Kingdom Hearts,PS3,1.1,,,,
Kingdom Hearts 3D: Dream Drop Distance,3DS,1.29,75,54,8,166
Kingdom Hearts: Birth by Sleep,PSP,1.97,82,62,8.7,117
Kingdom Hearts: Birth by Sleep - Final Mix,PSP,0.16,,,,
Kingdom of Paradise,PSP,0.14,72,38,7.5,17
Kingdom Under Fire: Circle of Doom,X360,0.35,55,44,6.1,44
Kingdom: Ikkitousen no Ken,PSP,0.02,,,,
Kingdoms of Amalur: Reckoning,X360,0.79,80,71,7.7,401
Kingdoms of Amalur: Reckoning,PS3,0.72,81,34,7.6,304
Kiniro no Corda 2 f,PSP,0.04,,,,
Kiniro no Corda 2 f Encore,PSP,0.03,,,,
Kiniro no Corda 3,PSP,0.06,,,,
Kirby: Triple Deluxe,3DS,0.4,,,,
Kirby's Dream Collection: Special Edition,Wii,0.63,82,6,8.4,25
Kirby's Epic Yarn,Wii,1.98,86,70,8.3,147
Kirby's Return to Dreamland,Wii,1.6,77,49,8.2,108
Klonoa,Wii,0.15,77,37,8.9,26
Knack,PS4,0.55,54,83,6.6,665
Knights Contract,X360,0.06,49,41,4.8,11
Knights Contract,PS3,0.06,51,37,5.5,4
Knights in the Nightmare,PSP,0.08,75,10,9.3,4
Kobitodzukan: Kobito Kansatsu Set,3DS,0.27,,,,
Kobitodzukan: Kobito no Fushigi - Jikken Set,3DS,0.05,,,,
Koi Sentai Love & Peace the P.S.P: Power Zenkai! Special Youso Tenkomori de Portable Ka Daisakusen de Aru!,PSP,0.01,,,,
Koi to Senkyo to Chocolate Portable,PSP,0.05,,,,
Koibana Days,PSP,0.01,,,,
Koisuru Otome to Shugo no Tate Portable,PSP,0.02,,,,
Kokoro Connect: Yochi Random,PSP,0.02,,,,
Kokuga,3DS,0.01,77,14,7.1,15
Konami Classics Vol. 1,X360,0.06,,,,
Konami Classics Vol. 2,X360,0.01,,,,
Kono Aozora ni Yakusoku o: Tenohira no Rakuen,PSP,0.01,,,,
"Koori no Bohyou: Ichiryuuwa, 3-dome no Junan",PSP,0.01,,,,
Kororinpa: Marble Mania,Wii,0.13,69,39,8.9,20
Kotoba no Puzzle: Mojipittan Daijiten,PSP,0.11,,,,
Kuma-Tomo,3DS,0.13,,,,
Kung Fu Panda,X360,3.02,75,42,7.6,23
Kung Fu Panda,Wii,0.9,70,20,6.8,4
Kung Fu Panda,PS3,0.49,76,23,7.1,13
Kung Fu Panda 2,X360,0.21,,,,
Kung Fu Panda 2,Wii,0.12,,,,
Kung Fu Panda 2,PS3,0.08,,,,
Kung Fu Panda: Legendary Warriors,Wii,0.07,57,14,,
Kung Fu Rider,PS3,0.18,36,45,3.2,16
Kung-Fu: High Impact,X360,0.1,56,18,7.7,18
Kurogane no Linebarrels,PSP,0.01,,,,
Kurohyou 2: Ryu ga Gotoku Ashura Hen,PSP,0.2,,,,
Kurohyou: Ryu ga Gotoku Shinshou,PSP,0.29,,,,
Kuroko's Basketball: Miracle Game,PSP,0.1,,,,
Kyokugen Dasshutsu ADV: Zennin Shiboudesu,3DS,0.03,,,,
Kyokugen Dasshutsu ADV: Zennin Shiboudesu,PSV,0.03,,,,
Kyoukai Senjou no Horizon Portable,PSP,0.05,,,,
L.A. Noire,PS3,2.9,89,78,7.5,780
L.A. Noire,X360,2.5,89,83,7.7,747
L.G.S: Shinsetsu Houshinengi,PSP,0.02,,,,
La Pucelle: Ragnarok,PSP,0.03,,,,
Labyrinth Cross Blood: Infinity,PSV,0.03,,,,
Lair,PS3,0.48,53,55,6.4,212
Last Escort: Club Katze,PSP,0.03,,,,
Last Ranker,PSP,0.13,,,,
Last Rebellion,PS3,0.08,44,30,4.5,31
Left 4 Dead,X360,3.39,89,67,7.9,1245
Left 4 Dead 2,X360,3.74,89,76,8.6,598
Legasista,PS3,0.04,68,13,6.3,13
Legend of the Dragon,Wii,0.06,37,14,4.8,5
Legend of the Dragon,PSP,0.03,38,12,,
Legend of the Guardians: The Owls of Ga'Hoole,Wii,0.1,54,5,,
Legend of the Guardians: The Owls of Ga'Hoole,X360,0.05,60,13,,
Legend of the Guardians: The Owls of Ga'Hoole,PS3,0.04,62,9,,
Legendary,X360,0.24,47,39,7.4,73
Legendary,PS3,0.1,50,31,6.9,27
Legends of Chima: Laval's Journey,3DS,0.16,,,,
Legends of Chima: Laval's Journey,PSV,0.06,,,,
Legends of WrestleMania,PS3,0.49,70,43,6.5,14
Legends of WrestleMania,X360,0.37,71,59,6.1,21
LEGO Batman 2: DC Super Heroes,X360,1.32,79,59,7.1,96
LEGO Batman 2: DC Super Heroes,Wii,1.14,,,6.6,9
LEGO Batman 2: DC Super Heroes,PS3,0.94,81,28,7.2,56
LEGO Batman 2: DC Super Heroes,3DS,0.52,72,6,5,20
LEGO Batman 2: DC Super Heroes,PSV,0.24,62,9,6.6,31
LEGO Batman 2: DC Super Heroes,WiiU,0.02,77,7,6.7,21
LEGO Batman: The Videogame,X360,3.15,76,49,7.7,52
